task_id_key,pred_type,task_code,remaining_duration,TaskCodeAndName,predecessor_task_code,Successor_Level_2,Predecessor_Level_2,Link_Type,WBS_Link_Direction,CriticalLink,Is Driving Predecessor,Type Validity,early_start_date,early_end_date,predecessor_status_code,task_type,predecessor_task_type,lag,start,finish,predecessor_start,predecessor_finish,free_float,pred_task_id_key,status_code,total_float,task_pred_id_key,PredTaskCodeAndName,predecessor_Total Float,predecessor_name
C4068-C-2603_20260325.xer.128711010,PR_FF,A1050,0,A1050 - Deed of Variation Date (Date of Contract),A1020,Milestones,Milestones,Internal Link,Milestones ? Milestones,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_FinMile,TT_FinMile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711007,TK_Complete,,C4068-C-2603_20260325.xer.226241726,A1020 - TfNSW Authorizes Commencement of  Mudies Creek Flood Mitigation Works,,TfNSW Authorizes Commencement of  Mudies Creek Flood Mitigation Works
C4068-C-2603_20260325.xer.128711149,PR_FF,152360,0,152360 - Submit Road Occupancy Licence Application,A1000,Project Management,Project Management,Internal Link,Project Management ? Project Management,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_FinMile,TT_FinMile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711133,TK_Complete,,C4068-C-2603_20260325.xer.226241717,A1000 - Hold Point #008 - Submission of Application For ROL Released (G10-2.2),,Hold Point #008 - Submission of Application For ROL Released (G10-2.2)
C4068-C-2603_20260325.xer.128711417,PR_SS,NEW-ID-C2040,0,NEW-ID-C2040 - Early Site Access 4 - Stockpile Materials for Weekend Closure,NEW-ID-A1070,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Invalid,,,TK_Complete,TT_LOE,TT_Mile,0,,,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711446,TK_Complete,,C4068-C-2603_20260325.xer.226242047,NEW-ID-A1070 - TfNSW granting Early Site Access 4 (Access Granted to Certain Works with Conditions),,TfNSW granting Early Site Access 4 (Access Granted to Certain Works with Conditions)
C4068-C-2603_20260325.xer.128711416,PR_SS,NEW-ID-C2030,0,NEW-ID-C2030 - Early Site Access 3 - Existing Fence Removal,NEW-ID-A1050,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Invalid,,,TK_Complete,TT_LOE,TT_Mile,0,,,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711444,TK_Complete,,C4068-C-2603_20260325.xer.226242046,NEW-ID-A1050 - TfNSW granting Early Site Access 3 (Access Granted to Certain Works with Conditions),,TfNSW granting Early Site Access 3 (Access Granted to Certain Works with Conditions)
C4068-C-2603_20260325.xer.128711414,PR_SS,NEW-ID-C2010,0,NEW-ID-C2010 - Early Site Access 1 - Survey Works,NEW-ID-A1010,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711440,TK_Complete,,C4068-C-2603_20260325.xer.226242037,"NEW-ID-A1010 - TfNSW granting Early Site Access 1 (All TfNSW owned land, except Road Corridor)",,"TfNSW granting Early Site Access 1 (All TfNSW owned land, except Road Corridor)"
C4068-C-2603_20260325.xer.128711192,PR_SS,610020,0,610020 - Commence Temporary Traffic Management (Weekend Closure),NEW-ID-A1100,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711450,TK_Complete,,C4068-C-2603_20260325.xer.226242029,NEW-ID-A1100 - Commencement Date,,Commencement Date
C4068-C-2603_20260325.xer.128711449,PR_SS,NEW-ID-A1090,0,NEW-ID-A1090 - Principal's Direction to postpone the Commencement Date,NEW-ID-A1080,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711448,TK_Complete,,C4068-C-2603_20260325.xer.226242027,NEW-ID-A1080 - Planned Commencement Date,,Planned Commencement Date
C4068-C-2603_20260325.xer.128711446,PR_SS,NEW-ID-A1070,0,NEW-ID-A1070 - TfNSW granting Early Site Access 4 (Access Granted to Certain Works with Conditions),NEW-ID-A1060,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711445,TK_Complete,,C4068-C-2603_20260325.xer.226242022,NEW-ID-A1060 - Request Access to Site for further additional Early Works Activities,,Request Access to Site for further additional Early Works Activities
C4068-C-2603_20260325.xer.128711445,PR_SS,NEW-ID-A1060,0,NEW-ID-A1060 - Request Access to Site for further additional Early Works Activities,NEW-ID-A1050,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711444,TK_Complete,,C4068-C-2603_20260325.xer.226242021,NEW-ID-A1050 - TfNSW granting Early Site Access 3 (Access Granted to Certain Works with Conditions),,TfNSW granting Early Site Access 3 (Access Granted to Certain Works with Conditions)
C4068-C-2603_20260325.xer.128711444,PR_SS,NEW-ID-A1050,0,NEW-ID-A1050 - TfNSW granting Early Site Access 3 (Access Granted to Certain Works with Conditions),NEW-ID-A1040,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711443,TK_Complete,,C4068-C-2603_20260325.xer.226242020,NEW-ID-A1040 - Request Access to Site for further Early Works Activities,,Request Access to Site for further Early Works Activities
C4068-C-2603_20260325.xer.128711442,PR_SS,NEW-ID-A1030,0,NEW-ID-A1030 - TfNSW granting Early Site Access 2 (Leased Commonwealth Land subject to Conditions),NEW-ID-A1020,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711441,TK_Complete,,C4068-C-2603_20260325.xer.226242018,NEW-ID-A1020 - Provide Update regarding Site Access,,Provide Update regarding Site Access
C4068-C-2603_20260325.xer.128711441,PR_SS,NEW-ID-A1020,0,NEW-ID-A1020 - Provide Update regarding Site Access,NEW-ID-A1010,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711440,TK_Complete,,C4068-C-2603_20260325.xer.226242017,"NEW-ID-A1010 - TfNSW granting Early Site Access 1 (All TfNSW owned land, except Road Corridor)",,"TfNSW granting Early Site Access 1 (All TfNSW owned land, except Road Corridor)"
C4068-C-2603_20260325.xer.128711440,PR_SS,NEW-ID-A1010,0,"NEW-ID-A1010 - TfNSW granting Early Site Access 1 (All TfNSW owned land, except Road Corridor)",A2750,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711439,TK_Complete,,C4068-C-2603_20260325.xer.226242016,A2750 - Request Access to Site for Early Works,,Request Access to Site for Early Works
C4068-C-2603_20260325.xer.128711196,PR_SS,A2820,0,A2820 - Install Sediment and Erosion Controls (Weekend Closure),610020,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711192,TK_Complete,,C4068-C-2603_20260325.xer.226241986,610020 - Commence Temporary Traffic Management (Weekend Closure),,Commence Temporary Traffic Management (Weekend Closure)
C4068-C-2603_20260325.xer.128711271,PR_SS,622035,0,622035 - Resources and Material Available form Cut 4 at Singleton Bypass Project - Fill 2,A2750,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711439,TK_Complete,,C4068-C-2603_20260325.xer.226241932,A2750 - Request Access to Site for Early Works,,Request Access to Site for Early Works
C4068-C-2603_20260325.xer.128711163,PR_SS,A2780,0,A2780 - GC21 Startup Workshop,A2750,Project Management,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Project Management,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711439,TK_Complete,,C4068-C-2603_20260325.xer.226241905,A2750 - Request Access to Site for Early Works,,Request Access to Site for Early Works
C4068-C-2603_20260325.xer.128711152,PR_SS,152400,0,152400 - Conduct Pre-Construction Condition Survey (Roads),A2750,Project Management,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Project Management,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711439,TK_Complete,,C4068-C-2603_20260325.xer.226241871,A2750 - Request Access to Site for Early Works,,Request Access to Site for Early Works
C4068-C-2603_20260325.xer.128711195,PR_SS,611010,0,611010 - Install Temporary Security Fencing,A2750,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711439,TK_Complete,,C4068-C-2603_20260325.xer.226241869,A2750 - Request Access to Site for Early Works,,Request Access to Site for Early Works
C4068-C-2603_20260325.xer.128711268,PR_SS,622000,0,622000 - Clear and Grub - Fill 2,A2750,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711439,TK_Complete,,C4068-C-2603_20260325.xer.226241868,A2750 - Request Access to Site for Early Works,,Request Access to Site for Early Works
C4068-C-2603_20260325.xer.128711189,PR_SS,610030,0,610030 - Construct Temporary Widenings and Temporary Pavement (Weekend Closure),610020,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711192,TK_Complete,,C4068-C-2603_20260325.xer.226241602,610020 - Commence Temporary Traffic Management (Weekend Closure),,Commence Temporary Traffic Management (Weekend Closure)
C4068-C-2603_20260325.xer.128711415,PR_FS,NEW-ID-C2020,0,NEW-ID-C2020 - Early Site Access 2 - Prepare/Install Temporary Boundary Fence / Drift Fence,NEW-ID-A1030,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Invalid,,,TK_Complete,TT_LOE,TT_Mile,0,,,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711442,TK_Complete,,C4068-C-2603_20260325.xer.226242042,NEW-ID-A1030 - TfNSW granting Early Site Access 2 (Leased Commonwealth Land subject to Conditions),,TfNSW granting Early Site Access 2 (Leased Commonwealth Land subject to Conditions)
C4068-C-2603_20260325.xer.128711443,PR_FS,NEW-ID-A1040,0,NEW-ID-A1040 - Request Access to Site for further Early Works Activities,NEW-ID-A1030,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711442,TK_Complete,,C4068-C-2603_20260325.xer.226242019,NEW-ID-A1030 - TfNSW granting Early Site Access 2 (Leased Commonwealth Land subject to Conditions),,TfNSW granting Early Site Access 2 (Leased Commonwealth Land subject to Conditions)
C4068-C-2603_20260325.xer.128711273,PR_FS,622040,0,622040 - Import General Fill - Fill 2,622035,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Mile,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711271,TK_Complete,,C4068-C-2603_20260325.xer.226241790,622035 - Resources and Material Available form Cut 4 at Singleton Bypass Project - Fill 2,,Resources and Material Available form Cut 4 at Singleton Bypass Project - Fill 2
C4068-C-2603_20260325.xer.128711276,PR_FS,622070,0,622070 - Conform SMZ Layer 1 - Fill 2,A3380,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_LOE,0,25-Mar-26,25-Mar-26,,,,C4068-C-2603_20260325.xer.128711280,TK_Complete,,C4068-C-2603_20260325.xer.226242282,A3380 - Construct Pavement Widening North Side of the Road - Fill 2 (LOE),,Construct Pavement Widening North Side of the Road - Fill 2 (LOE)
C4068-C-2603_20260325.xer.128711365,PR_FF,621140,0,621140 - Construct Eastbound Type 3 Pavement Widening Ch 70.5 - Ch 115 (Nightworks) - Fill 1,A3180,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_LOE,0,25-Mar-26,25-Mar-26,,,,C4068-C-2603_20260325.xer.128711230,TK_Complete,,C4068-C-2603_20260325.xer.226242190,A3180 - Construct Pavement Widening North Side of the Road - Fill 1 (LOE),,Construct Pavement Widening North Side of the Road - Fill 1 (LOE)
C4068-C-2603_20260325.xer.128711365,PR_SS,621140,0,621140 - Construct Eastbound Type 3 Pavement Widening Ch 70.5 - Ch 115 (Nightworks) - Fill 1,A3180,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_LOE,0,25-Mar-26,25-Mar-26,,,,C4068-C-2603_20260325.xer.128711230,TK_Complete,,C4068-C-2603_20260325.xer.226242189,A3180 - Construct Pavement Widening North Side of the Road - Fill 1 (LOE),,Construct Pavement Widening North Side of the Road - Fill 1 (LOE)
C4068-C-2603_20260325.xer.128711192,PR_FS,610020,0,610020 - Commence Temporary Traffic Management (Weekend Closure),NEW-ID-C2020,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_LOE,0,25-Mar-26,25-Mar-26,,,,C4068-C-2603_20260325.xer.128711415,TK_Complete,,C4068-C-2603_20260325.xer.226242050,NEW-ID-C2020 - Early Site Access 2 - Prepare/Install Temporary Boundary Fence / Drift Fence,,Early Site Access 2 - Prepare/Install Temporary Boundary Fence / Drift Fence
C4068-C-2603_20260325.xer.128711192,PR_FS,610020,0,610020 - Commence Temporary Traffic Management (Weekend Closure),NEW-ID-C2030,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_LOE,0,25-Mar-26,25-Mar-26,,,,C4068-C-2603_20260325.xer.128711416,TK_Complete,,C4068-C-2603_20260325.xer.226242049,NEW-ID-C2030 - Early Site Access 3 - Existing Fence Removal,,Early Site Access 3 - Existing Fence Removal
C4068-C-2603_20260325.xer.128711192,PR_FS,610020,0,610020 - Commence Temporary Traffic Management (Weekend Closure),NEW-ID-C2040,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,25/03/2026,25/03/2026,TK_Complete,TT_Mile,TT_LOE,0,25-Mar-26,25-Mar-26,,,,C4068-C-2603_20260325.xer.128711417,TK_Complete,,C4068-C-2603_20260325.xer.226242048,NEW-ID-C2040 - Early Site Access 4 - Stockpile Materials for Weekend Closure,,Early Site Access 4 - Stockpile Materials for Weekend Closure
C4068-C-2603_20260325.xer.128711416,PR_FS,NEW-ID-C2030,0,NEW-ID-C2030 - Early Site Access 3 - Existing Fence Removal,NEW-ID-C2020,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Invalid,,,TK_Complete,TT_LOE,TT_LOE,0,,,,,,C4068-C-2603_20260325.xer.128711415,TK_Complete,,C4068-C-2603_20260325.xer.226242044,NEW-ID-C2020 - Early Site Access 2 - Prepare/Install Temporary Boundary Fence / Drift Fence,,Early Site Access 2 - Prepare/Install Temporary Boundary Fence / Drift Fence
C4068-C-2603_20260325.xer.128711234,PR_FS,A2800,2,A2800 - Install Verge Layer 1 and Cut Box - Fill 1,A3200,Construction,Construction,Internal Link,Construction ? Construction,Critical ? Near Critical,Not Driving,Invalid,21/04/2026,22/04/2026,TK_NotStart,TT_Task,TT_LOE,0,21-Apr-26,22-Apr-26,18-Apr-26,19-Apr-26,,C4068-C-2603_20260325.xer.128711236,TK_NotStart,2,C4068-C-2603_20260325.xer.226242280,"A3200 - Place AC20, shoulder & offline Westbound Lane - Fill 1 (LOE)",0,"Place AC20, shoulder & offline Westbound Lane - Fill 1 (LOE)"
C4068-C-2603_20260325.xer.128711300,PR_FS,A3630,6,A3630 - Backfill Creek Crossing - Fill 2,623990,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,05/05/2026,12/05/2026,TK_NotStart,TT_Task,TT_FinMile,0,5-May-26,12-May-26,4-May-26,4-May-26,0.5,C4068-C-2603_20260325.xer.128711364,TK_NotStart,5,C4068-C-2603_20260325.xer.226242236,623990 - Bridge Construction Complete,5.5,Bridge Construction Complete
C4068-C-2603_20260325.xer.128711265,PR_FS,A3360,1,A3360 - Place AC20 (60mm Deep - 370T) - Fill 1,621190,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,16/04/2026,16/04/2026,TK_NotStart,TT_Task,TT_FinMile,0,16-Apr-26,16-Apr-26,14-Apr-26,14-Apr-26,1,C4068-C-2603_20260325.xer.128711245,TK_NotStart,6,C4068-C-2603_20260325.xer.226242157,621190 - Fill 1 Ready To Pave - Fill 1,2,Fill 1 Ready To Pave - Fill 1
C4068-C-2603_20260325.xer.128711303,PR_FS,622220,1,622220 - AC20 Ch 777 - Ch 530 - Fill 2,622190,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,20/04/2026,20/04/2026,TK_NotStart,TT_Task,TT_FinMile,0,20-Apr-26,20-Apr-26,16-Apr-26,16-Apr-26,1,C4068-C-2603_20260325.xer.128711294,TK_NotStart,5,C4068-C-2603_20260325.xer.226241854,622190 - Fill 2 Ready To Pave - Fill 2,5,Fill 2 Ready To Pave - Fill 2
C4068-C-2603_20260325.xer.128711375,PR_FS,624000,2,624000 - Complete AC20 Tie-Ins,623990,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,16/05/2026,17/05/2026,TK_NotStart,TT_Task,TT_FinMile,0,16-May-26,17-May-26,4-May-26,4-May-26,2,C4068-C-2603_20260325.xer.128711364,TK_NotStart,2,C4068-C-2603_20260325.xer.226241613,623990 - Bridge Construction Complete,5.5,Bridge Construction Complete
C4068-C-2603_20260325.xer.128711379,PR_FS,622200,0,622200 - Mill Tie In Portion Ch 777 - Ch 1078 (Weekend/ Night Works),623990,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,14/05/2026,14/05/2026,TK_NotStart,TT_Task,TT_FinMile,0,14-May-26,14-May-26,4-May-26,4-May-26,2,C4068-C-2603_20260325.xer.128711364,TK_Complete,,C4068-C-2603_20260325.xer.226242248,623990 - Bridge Construction Complete,5.5,Bridge Construction Complete
C4068-C-2603_20260325.xer.128711469,PR_FF,NEW-ID-M1000,0,NEW-ID-M1000 - Baseline Contractual Completion Date,110060,Claims for Extension of Time,Milestones,Cross-WBS Link,Milestones ? Claims for Extension of Time,Critical ? Near Critical,Driving,Valid,21/12/2026,21/12/2026,TK_NotStart,TT_FinMile,TT_FinMile,0,21-Dec-26,21-Dec-26,9-Sep-26,9-Sep-26,72,C4068-C-2603_20260325.xer.128711005,TK_NotStart,5,C4068-C-2603_20260325.xer.226242077,110060 - Forecast Completion (Before Contingency),0,Forecast Completion (Before Contingency)
C4068-C-2603_20260325.xer.128711009,PR_FF,A1040,0,A1040 - Contractual Completion Date,110060,Milestones,Milestones,Internal Link,Milestones ? Milestones,Critical ? Critical,Not Driving,Valid,01/02/2027,01/02/2027,TK_NotStart,TT_FinMile,TT_FinMile,0,1-Feb-27,1-Feb-27,9-Sep-26,9-Sep-26,90,C4068-C-2603_20260325.xer.128711005,TK_NotStart,0,C4068-C-2603_20260325.xer.226242076,110060 - Forecast Completion (Before Contingency),0,Forecast Completion (Before Contingency)
C4068-C-2603_20260325.xer.128711255,PR_FF,621290,0,621290 - Fill 1 Ready For Final Wearing Course - Fill 1,622290,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,15/05/2026,15/05/2026,TK_NotStart,TT_FinMile,TT_FinMile,0,15-May-26,15-May-26,12-May-26,12-May-26,3,C4068-C-2603_20260325.xer.128711304,TK_NotStart,2,C4068-C-2603_20260325.xer.226241982,622290 - Fill 2 Ready For Final Wearing Course - Fill 2,5,Fill 2 Ready For Final Wearing Course - Fill 2
C4068-C-2603_20260325.xer.128711468,PR_FF,A3080,0,A3080 - Impacted Completion (with HVDV Delay),A1040,Claims for Extension of Time,Milestones,Cross-WBS Link,Milestones ? Claims for Extension of Time,Critical ? Near Critical,Not Driving,Valid,29/04/2027,29/04/2027,TK_NotStart,TT_FinMile,TT_FinMile,0,29-Apr-27,29-Apr-27,1-Feb-27,1-Feb-27,61,C4068-C-2603_20260325.xer.128711009,TK_NotStart,5,C4068-C-2603_20260325.xer.226241900,A1040 - Contractual Completion Date,0,Contractual Completion Date
C4068-C-2603_20260325.xer.128711376,PR_FF,624040,0,624040 - New Alignment Ready For Traffic Switch (Weekend/ Night Works),611190,Construction,Construction,Internal Link,Construction ? Construction,Non-Critical ? Critical,Not Driving,Valid,24/05/2026,24/05/2026,TK_NotStart,TT_FinMile,TT_FinMile,0,24-May-26,24-May-26,14-Apr-26,14-Apr-26,12,C4068-C-2603_20260325.xer.128711212,TK_NotStart,0,C4068-C-2603_20260325.xer.226241701,611190 - Property Adjustments Lot 2 - Defence Land Complete,26,Property Adjustments Lot 2 - Defence Land Complete
C4068-C-2603_20260325.xer.128711199,PR_FF,611030,0,611030 - Strip Top soil (East),611000,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,5,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711198,TK_Complete,,C4068-C-2603_20260325.xer.226241757,611000 - Clear and Grub Fire Trail and New Fence Alignment Foot Print,,Clear and Grub Fire Trail and New Fence Alignment Foot Print
C4068-C-2603_20260325.xer.128711356,PR_FS,623750,0,623750 - Off Structure Barriers Abut B,623810,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,5,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711359,TK_Complete,,C4068-C-2603_20260325.xer.226241657,623810 - FRP Abut B Approach Slab,,FRP Abut B Approach Slab
C4068-C-2603_20260325.xer.128711200,PR_FF,611040,0,611040 - Fire Trail General Earthworks Cut / Fill / Import,611030,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,5,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711199,TK_Complete,,C4068-C-2603_20260325.xer.226241568,611030 - Strip Top soil (East),,Strip Top soil (East)
C4068-C-2603_20260325.xer.128711351,PR_FS,623700,0,623700 - Precast Parapet Preparation,623810,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,4,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711359,TK_Complete,,C4068-C-2603_20260325.xer.226242295,623810 - FRP Abut B Approach Slab,,FRP Abut B Approach Slab
C4068-C-2603_20260325.xer.128711351,PR_FS,623700,0,623700 - Precast Parapet Preparation,623800,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,4,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711358,TK_Complete,,C4068-C-2603_20260325.xer.226242294,623800 - FRP Abut A Approach Slab,,FRP Abut A Approach Slab
C4068-C-2603_20260325.xer.128711324,PR_FS,623170,0,623170 - Break Back Piles,623160,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,1,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711323,TK_Complete,,C4068-C-2603_20260325.xer.226241665,623160 - Demobilise Piling Rig,,Demobilise Piling Rig
C4068-C-2603_20260325.xer.128711359,PR_FF,623810,0,623810 - FRP Abut B Approach Slab,623800,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,1,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711358,TK_Complete,,C4068-C-2603_20260325.xer.226241660,623800 - FRP Abut A Approach Slab,,FRP Abut A Approach Slab
C4068-C-2603_20260325.xer.128711355,PR_FS,623740,10,623740 - Off Structure Barriers Abut A,623800,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,15/04/2026,29/04/2026,TK_Complete,TT_Task,TT_Task,5,15-Apr-26,29-Apr-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711358,TK_NotStart,5.5,C4068-C-2603_20260325.xer.226241656,623800 - FRP Abut A Approach Slab,,FRP Abut A Approach Slab
